id_n,Year,rural_urban,region,Employment_Income,job_desc,job_category,employer_activity,employer_activity_code,employer_category,formal,weight
18113,2022,2. URBAN,14. ADDIS ABABA,30000.0,Sales person,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Trade,8. HOTELS AND RESTAURANTS/ HOTELS (WITH HOTEL ROOMS); CAMPING SITES AND OTHER PROVISION OF SHORT-STAY ACCOMMODATION,1. PRIVATE COMPANY,2. NO,5242.470703
18114,2022,2. URBAN,14. ADDIS ABABA,42000.0,Sales person,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Trade,8. HOTELS AND RESTAURANTS/ HOTELS (WITH HOTEL ROOMS); CAMPING SITES AND OTHER PROVISION OF SHORT-STAY ACCOMMODATION,1. PRIVATE COMPANY,1. YES,5242.470703
18115,2022,2. URBAN,14. ADDIS ABABA,54000.0,Sales person,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Trade,8. HOTELS AND RESTAURANTS/ HOTELS (WITH HOTEL ROOMS); CAMPING SITES AND OTHER PROVISION OF SHORT-STAY ACCOMMODATION,1. PRIVATE COMPANY,2. NO,5242.470703
18116,2022,2. URBAN,14. ADDIS ABABA,48000.0,Sales person,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Trade,8. HOTELS AND RESTAURANTS/ HOTELS (WITH HOTEL ROOMS); CAMPING SITES AND OTHER PROVISION OF SHORT-STAY ACCOMMODATION,1. PRIVATE COMPANY,1. YES,5242.470703
18119,2022,2. URBAN,14. ADDIS ABABA,30000.0,Carpentry,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,1. YES,2509.243896
18120,2022,2. URBAN,14. ADDIS ABABA,4500.0,Safetinet- PSNP,"9. Elementary Occupations, Sales And Services Elementary Occupations",Cleaning,14. HEALTH AND SOCIAL WORK,3. GOVERNMENT,1. YES,2509.243896
18121,2022,2. URBAN,14. ADDIS ABABA,67200.0,Driver assistant,"9. Elementary Occupations, Sales And Services Elementary Occupations",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),1. PRIVATE COMPANY,2. NO,2509.243896
18125,2022,2. URBAN,14. ADDIS ABABA,36000.0,Construction work,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,1. YES,2509.243896
18129,2022,2. URBAN,14. ADDIS ABABA,18000.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,14. HEALTH AND SOCIAL WORK,2. PRIVATE INDIVIDUAL,2. NO,2298.317139
18136,2022,2. URBAN,14. ADDIS ABABA,78000.0,Surveyer,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,1. YES,2302.521484
18137,2022,2. URBAN,14. ADDIS ABABA,30000.0,Sales person,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Bakery,3. MINING AND QUARRYING,1. PRIVATE COMPANY,2. NO,2302.521484
18145,2022,2. URBAN,14. ADDIS ABABA,84852.0,Office worker,"4. Clerks, Office clerks ",Public service,13. EDUCATION,3. GOVERNMENT,1. YES,4588.939941
18146,2022,2. URBAN,14. ADDIS ABABA,94080.0,Teacher,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,4588.939941
18147,2022,2. URBAN,14. ADDIS ABABA,24000.0,Sales,"9. Elementary Occupations, Sales And Services Elementary Occupations",Trade,8. HOTELS AND RESTAURANTS/ HOTELS (WITH HOTEL ROOMS); CAMPING SITES AND OTHER PROVISION OF SHORT-STAY ACCOMMODATION,2. PRIVATE INDIVIDUAL,1. YES,4588.939941
18150,2022,2. URBAN,14. ADDIS ABABA,78960.0,Government employee,"4. Clerks, Office clerks ",Public adminstration,13. EDUCATION,3. GOVERNMENT,1. YES,4360.977539
18156,2022,2. URBAN,14. ADDIS ABABA,60000.0,Technician,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),1. PRIVATE COMPANY,1. YES,5236.260742
18164,2022,2. URBAN,14. ADDIS ABABA,9000.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,14. HEALTH AND SOCIAL WORK,2. PRIVATE INDIVIDUAL,2. NO,123.129837
18168,2022,2. URBAN,14. ADDIS ABABA,12000.0,Household chores,"9. Elementary Occupations, Sales And Services Elementary Occupations",Managing family,14. HEALTH AND SOCIAL WORK,2. PRIVATE INDIVIDUAL,2. NO,1330.544922
18171,2022,2. URBAN,14. ADDIS ABABA,54000.0,Metal work,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Door and window production,3. MINING AND QUARRYING,1. PRIVATE COMPANY,1. YES,924.057312
18179,2022,2. URBAN,14. ADDIS ABABA,15000.0,Accountant,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Furniture manufacturing,3. MINING AND QUARRYING,1. PRIVATE COMPANY,1. YES,698.496582
18185,2022,2. URBAN,14. ADDIS ABABA,36000.0,Sales person,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Trade,8. HOTELS AND RESTAURANTS/ HOTELS (WITH HOTEL ROOMS); CAMPING SITES AND OTHER PROVISION OF SHORT-STAY ACCOMMODATION,1. PRIVATE COMPANY,2. NO,1362.280029
18186,2022,2. URBAN,14. ADDIS ABABA,30000.0,Sales person,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Trade,8. HOTELS AND RESTAURANTS/ HOTELS (WITH HOTEL ROOMS); CAMPING SITES AND OTHER PROVISION OF SHORT-STAY ACCOMMODATION,1. PRIVATE COMPANY,2. NO,1362.280029
18190,2022,2. URBAN,14. ADDIS ABABA,27000.0,Broker,"9. Elementary Occupations, Sales And Services Elementary Occupations",Brokery,14. HEALTH AND SOCIAL WORK,8. OTHER (SPECIFY),2. NO,1450.268799
18193,2022,2. URBAN,14. ADDIS ABABA,12000.0,Household chores,"9. Elementary Occupations, Sales And Services Elementary Occupations",Managing family,14. HEALTH AND SOCIAL WORK,2. PRIVATE INDIVIDUAL,2. NO,1450.268799
18200,2022,2. URBAN,14. ADDIS ABABA,50400.0,Daily laborer,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,320.9180298
18208,2022,2. URBAN,14. ADDIS ABABA,336000.0,Taxi driver,"9. Elementary Occupations, Sales And Services Elementary Occupations",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,1. YES,1447.35376
18209,2022,2. URBAN,14. ADDIS ABABA,28000.0,Health worker,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Pharmacy,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",1. PRIVATE COMPANY,2. NO,1447.35376
18212,2022,2. URBAN,14. ADDIS ABABA,100800.0,Daily laborer,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,2047.629639
18213,2022,2. URBAN,14. ADDIS ABABA,18000.0,Waitress,"9. Elementary Occupations, Sales And Services Elementary Occupations",Hotel,17. EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES INCLUDING INTERNATIONAL ORGANIZATIONS AND NGOS,1. PRIVATE COMPANY,1. YES,2047.629639
18216,2022,2. URBAN,14. ADDIS ABABA,12000.0,Restaurant,"9. Elementary Occupations, Sales And Services Elementary Occupations",Restaurant,17. EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES INCLUDING INTERNATIONAL ORGANIZATIONS AND NGOS,1. PRIVATE COMPANY,2. NO,2464.766113
18217,2022,2. URBAN,14. ADDIS ABABA,91200.0,Construction work,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Public adminstration,13. EDUCATION,3. GOVERNMENT,1. YES,2464.766113
18220,2022,2. URBAN,14. ADDIS ABABA,100800.0,Unskilled work-any,"9. Elementary Occupations, Sales And Services Elementary Occupations",labor,14. HEALTH AND SOCIAL WORK,2. PRIVATE INDIVIDUAL,2. NO,1805.591064
18221,2022,2. URBAN,14. ADDIS ABABA,5880.0,Washing- clothes,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,14. HEALTH AND SOCIAL WORK,2. PRIVATE INDIVIDUAL,2. NO,1805.591064
18225,2022,2. URBAN,14. ADDIS ABABA,12000.0,Cleaning service,"9. Elementary Occupations, Sales And Services Elementary Occupations",Private Factory,3. MINING AND QUARRYING,1. PRIVATE COMPANY,1. YES,1400.08667
18227,2022,2. URBAN,14. ADDIS ABABA,36000.0,Construction work,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,1. YES,1670.734009
18229,2022,2. URBAN,14. ADDIS ABABA,37800.0,Daily laborer,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,672.980957
18230,2022,2. URBAN,14. ADDIS ABABA,12000.0,Cleaning service,"9. Elementary Occupations, Sales And Services Elementary Occupations",Café and restaurant,17. EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES INCLUDING INTERNATIONAL ORGANIZATIONS AND NGOS,1. PRIVATE COMPANY,1. YES,152.8061066
18233,2022,2. URBAN,14. ADDIS ABABA,30000.0,Cleaning service,"9. Elementary Occupations, Sales And Services Elementary Occupations",Bank Service,"9. TRANSPORT, STORAGE AND COMMUNICATIONS/LAND TRANSPORT; PEOPLE AND MERCHANDISE",5. NON GOVERNMENTAL ORGANIZATIONS,1. YES,1482.080811
18234,2022,2. URBAN,14. ADDIS ABABA,36000.0,Security service,"9. Elementary Occupations, Sales And Services Elementary Occupations",Public administration,13. EDUCATION,3. GOVERNMENT,1. YES,1482.080811
18238,2022,2. URBAN,14. ADDIS ABABA,21000.0,Vehicle parking service,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Parking service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),3. GOVERNMENT,1. YES,494.5568542
18247,2022,2. URBAN,14. ADDIS ABABA,30000.0,Teacher,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Education,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",1. PRIVATE COMPANY,1. YES,960.8729858
18250,2022,2. URBAN,14. ADDIS ABABA,42000.0,Religious clothes/artefact sales,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Boutique,8. HOTELS AND RESTAURANTS/ HOTELS (WITH HOTEL ROOMS); CAMPING SITES AND OTHER PROVISION OF SHORT-STAY ACCOMMODATION,2. PRIVATE INDIVIDUAL,2. NO,4792.234375
18251,2022,2. URBAN,14. ADDIS ABABA,121800.0,Media professional,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",News service,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",3. GOVERNMENT,1. YES,4792.234375
18255,2022,2. URBAN,14. ADDIS ABABA,12600.0,Porter,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Labor,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,1955.521606
18262,2022,2. URBAN,14. ADDIS ABABA,13500.0,Construction work,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,2165.44043
18263,2022,2. URBAN,14. ADDIS ABABA,36000.0,Vehicle parking service,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Parking service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),8. OTHER (SPECIFY),1. YES,2165.44043
18268,2022,2. URBAN,14. ADDIS ABABA,16000.0,Unskilled work-any,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Joteny game,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,2165.44043
18283,2022,2. URBAN,14. ADDIS ABABA,60000.0,Cleaning service,"9. Elementary Occupations, Sales And Services Elementary Occupations",Public administration,14. HEALTH AND SOCIAL WORK,3. GOVERNMENT,1. YES,653.9170532
18289,2022,2. URBAN,14. ADDIS ABABA,84000.0,Driver,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Technique service,7. TRADE (WHOLESALE AND RETAIL TRADE),1. PRIVATE COMPANY,2. NO,479.0068359
18296,2022,2. URBAN,14. ADDIS ABABA,60000.0,Cleaning service,"9. Elementary Occupations, Sales And Services Elementary Occupations",Embassy,20. Artist ,1. PRIVATE COMPANY,1. YES,230.3410645
18297,2022,2. URBAN,14. ADDIS ABABA,72000.0,Taxi driver,"9. Elementary Occupations, Sales And Services Elementary Occupations",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,1. YES,230.3410645
18301,2022,2. URBAN,14. ADDIS ABABA,16800.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,230.3410645
18305,2022,2. URBAN,14. ADDIS ABABA,24948.0,Cleaning service,"9. Elementary Occupations, Sales And Services Elementary Occupations",Waste disposal,13. EDUCATION,3. GOVERNMENT,1. YES,1336.822998
18311,2022,2. URBAN,14. ADDIS ABABA,84612.0,ICT,"4. Clerks, Office clerks ",Justice office,18. Information and communication,3. GOVERNMENT,1. YES,141.0648499
18312,2022,2. URBAN,14. ADDIS ABABA,85812.0,Pharmacist,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",3. GOVERNMENT,1. YES,141.0648499
18314,2022,2. URBAN,14. ADDIS ABABA,15600.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,141.0648499
18317,2022,2. URBAN,14. ADDIS ABABA,18000.0,Daily laborer,"9. Elementary Occupations, Sales And Services Elementary Occupations",Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",1. PRIVATE COMPANY,2. NO,263.1499634
18326,2022,2. URBAN,14. ADDIS ABABA,60000.0,Teacher,"4. Clerks, Office clerks ",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",1. PRIVATE COMPANY,1. YES,1448.247925
18340,2022,2. URBAN,14. ADDIS ABABA,9000.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,14. HEALTH AND SOCIAL WORK,2. PRIVATE INDIVIDUAL,2. NO,1651.992798
18343,2022,2. URBAN,14. ADDIS ABABA,27600.0,Factory worker,"9. Elementary Occupations, Sales And Services Elementary Occupations",Shoe factory,3. MINING AND QUARRYING,1. PRIVATE COMPANY,1. YES,128.6092834
18352,2022,2. URBAN,14. ADDIS ABABA,74400.0,Driver,"9. Elementary Occupations, Sales And Services Elementary Occupations",Private work,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,2. NO,1953.994141
18353,2022,2. URBAN,14. ADDIS ABABA,48000.0,Driver assistant,"9. Elementary Occupations, Sales And Services Elementary Occupations",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,2. NO,1953.994141
18360,2022,2. URBAN,14. ADDIS ABABA,47208.0,Security service,"4. Clerks, Office clerks ",Security,13. EDUCATION,3. GOVERNMENT,1. YES,126.7590561
18361,2022,2. URBAN,14. ADDIS ABABA,31472.0,Security service,"4. Clerks, Office clerks ",Security,13. EDUCATION,3. GOVERNMENT,1. YES,126.7590561
18382,2022,2. URBAN,14. ADDIS ABABA,14400.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,14. HEALTH AND SOCIAL WORK,2. PRIVATE INDIVIDUAL,2. NO,1223.500366
18387,2022,2. URBAN,14. ADDIS ABABA,1500.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,14. HEALTH AND SOCIAL WORK,2. PRIVATE INDIVIDUAL,1. YES,565.7468872
18392,2022,2. URBAN,14. ADDIS ABABA,24000.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,14. HEALTH AND SOCIAL WORK,2. PRIVATE INDIVIDUAL,1. YES,1102.794922
18399,2022,2. URBAN,14. ADDIS ABABA,72000.0,Health worker,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",2. PRIVATE INDIVIDUAL,1. YES,2719.482422
18403,2022,2. URBAN,14. ADDIS ABABA,72000.0,Labor force agency,"4. Clerks, Office clerks ",Brokery,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,1423.099365
18431,2022,2. URBAN,14. ADDIS ABABA,14400.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,954.1161499
18438,2022,2. URBAN,14. ADDIS ABABA,32400.0,Cleaning service,"4. Clerks, Office clerks ",Providing support services for the disabled,14. HEALTH AND SOCIAL WORK,5. NON GOVERNMENTAL ORGANIZATIONS,1. YES,175.4746399
18447,2022,2. URBAN,14. ADDIS ABABA,36000.0,Auto maintenance and repair,"9. Elementary Occupations, Sales And Services Elementary Occupations",Car repair,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,1. YES,491.5945435
18448,2022,2. URBAN,14. ADDIS ABABA,31500.0,Driver,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Public service,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,2. NO,777.5410156
18449,2022,2. URBAN,14. ADDIS ABABA,36000.0,Driver,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Public service,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,2. NO,777.5410156
18450,2022,2. URBAN,14. ADDIS ABABA,238320.0,Accountant,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Supporting  small and medium enterprises,"9. TRANSPORT, STORAGE AND COMMUNICATIONS/LAND TRANSPORT; PEOPLE AND MERCHANDISE",4. STATE-OWNED ENTERPRISE,1. YES,1516.596313
18455,2022,2. URBAN,14. ADDIS ABABA,24000.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Public service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,1516.596313
18459,2022,2. URBAN,14. ADDIS ABABA,84000.0,Sales person,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Manufacturing and sale,3. MINING AND QUARRYING,1. PRIVATE COMPANY,1. YES,332.4103699
18462,2022,2. URBAN,14. ADDIS ABABA,222000.0,Lawyer,"1. Legislators, Senior Government Officials and Managers",Public service,13. EDUCATION,1. PRIVATE COMPANY,1. YES,177.2661438
